a1hhid_combined,b1plot_type_2018_1,b1soil_type_2018_1,b1plot_size_2015_1,b1plot_size_2018_1,b1plot_status_2018_1,b1operation_stat_2018_1,b1landname_new_1,b1plot_type_2018_2,b1soil_type_2018_2,b1plot_size_2015_2,b1plot_size_2018_2,b1plot_status_2018_2,b1operation_stat_2018_2,b1landname_new_2,b1plot_type_2018_3,b1soil_type_2018_3,b1plot_size_2015_3,b1plot_size_2018_3,b1plot_status_2018_3,b1operation_stat_2018_3,b1landname_new_3,b1plot_type_2018_4,b1soil_type_2018_4,b1plot_size_2015_4,b1plot_size_2018_4,b1plot_status_2018_4,b1operation_stat_2018_4,b1landname_new_4,b1plot_type_2018_5,b1soil_type_2018_5,b1plot_size_2015_5,b1plot_size_2018_5,b1plot_status_2018_5,b1operation_stat_2018_5,b1landname_new_5,b1plot_type_2018_6,b1soil_type_2018_6,b1plot_size_2015_6,b1plot_size_2018_6,b1plot_status_2018_6,b1operation_stat_2018_6,b1landname_new_6,b1plot_type_2018_7,b1soil_type_2018_7,b1plot_size_2015_7,b1plot_size_2018_7,b1plot_status_2018_7,b1operation_stat_2018_7,b1landname_new_7,b1plot_type_2018_8,b1soil_type_2018_8,b1plot_size_2015_8,b1plot_size_2018_8,b1plot_status_2018_8,b1operation_stat_2018_8,b1landname_new_8,b1plot_type_2018_9,b1soil_type_2018_9,b1plot_size_2015_9,b1plot_size_2018_9,b1plot_status_2018_9,b1operation_stat_2018_9,b1landname_new_9,b1plot_type_2018_10,b1soil_type_2018_10,b1plot_size_2015_10,b1plot_size_2018_10,b1plot_status_2018_10,b1operation_stat_2018_10,b1landname_new_10,b1plot_type_2018_11,b1soil_type_2018_11,b1plot_size_2015_11,b1plot_size_2018_11,b1plot_status_2018_11,b1operation_stat_2018_11,b1landname_new_11,b1plot_type_2018_12,b1soil_type_2018_12,b1plot_size_2015_12,b1plot_size_2018_12,b1plot_status_2018_12,b1operation_stat_2018_12,b1landname_new_12,b1plot_type_2018_13,b1soil_type_2018_13,b1plot_size_2015_13,b1plot_size_2018_13,b1plot_status_2018_13,b1operation_stat_2018_13,b1landname_new_13,b1plot_type_2018_14,b1soil_type_2018_14,b1plot_size_2015_14,b1plot_size_2018_14,b1plot_status_2018_14,b1operation_stat_2018_14,b1landname_new_14,b1plot_type_2018_15,b1soil_type_2018_15,b1plot_size_2015_15,b1plot_size_2018_15,b1plot_status_2018_15,b1operation_stat_2018_15,b1landname_new_15,b1plot_type_2018_16,b1soil_type_2018_16,b1plot_size_2015_16,b1plot_size_2018_16,b1plot_status_2018_16,b1operation_stat_2018_16,b1landname_new_16,b1plot_type_2018_17,b1soil_type_2018_17,b1plot_size_2015_17,b1plot_size_2018_17,b1plot_status_2018_17,b1operation_stat_2018_17,b1landname_new_17,b1plot_type_2018_18,b1soil_type_2018_18,b1plot_size_2015_18,b1plot_size_2018_18,b1plot_status_2018_18,b1operation_stat_2018_18,b1landname_new_18,b1plot_type_2018_19,b1soil_type_2018_19,b1plot_size_2015_19,b1plot_size_2018_19,b1plot_status_2018_19,b1operation_stat_2018_19,b1landname_new_19,b1plot_type_2018_20,b1soil_type_2018_20,b1plot_size_2015_20,b1plot_size_2018_20,b1plot_status_2018_20,b1operation_stat_2018_20,b1landname_new_20,b1plot_type_2018_21,b1soil_type_2018_21,b1plot_size_2015_21,b1plot_size_2018_21,b1plot_status_2018_21,b1operation_stat_2018_21,b1landname_new_21,b1plot_type_2018_22,b1soil_type_2018_22,b1plot_size_2015_22,b1plot_size_2018_22,b1plot_status_2018_22,b1operation_stat_2018_22,b1landname_new_22,b1plot_type_2018_23,b1soil_type_2018_23,b1plot_size_2015_23,b1plot_size_2018_23,b1plot_status_2018_23,b1operation_stat_2018_23,b1landname_new_23,b1plot_type_2018_24,b1soil_type_2018_24,b1plot_size_2015_24,b1plot_size_2018_24,b1plot_status_2018_24,b1operation_stat_2018_24,b1landname_new_24,b1plot_type_2018_25,b1soil_type_2018_25,b1plot_size_2015_25,b1plot_size_2018_25,b1plot_status_2018_25,b1operation_stat_2018_25,b1landname_new_25,b1plot_type_2018_26,b1soil_type_2018_26,b1plot_size_2015_26,b1plot_size_2018_26,b1plot_status_2018_26,b1operation_stat_2018_26,b1landname_new_26,b1plot_type_2018_27,b1soil_type_2018_27,b1plot_size_2015_27,b1plot_size_2018_27,b1plot_status_2018_27,b1operation_stat_2018_27,b1landname_new_27,b1plot_type_2018_28,b1soil_type_2018_28,b1plot_size_2015_28,b1plot_size_2018_28,b1plot_status_2018_28,b1operation_stat_2018_28,b1landname_new_28,b1plot_type_2018_29,b1soil_type_2018_29,b1plot_size_2015_29,b1plot_size_2018_29,b1plot_status_2018_29,b1operation_stat_2018_29,b1landname_new_29,b1plot_type_2018_30,b1soil_type_2018_30,b1plot_size_2015_30,b1plot_size_2018_30,b1plot_status_2018_30,b1operation_stat_2018_30,b1landname_new_30,b1plot_type_2018_31,b1soil_type_2018_31,b1plot_size_2015_31,b1plot_size_2018_31,b1plot_status_2018_31,b1operation_stat_2018_31,b1landname_new_31,b1plot_type_2018_32,b1soil_type_2018_32,b1plot_size_2015_32,b1plot_size_2018_32,b1plot_status_2018_32,b1operation_stat_2018_32,b1landname_new_32,b1plot_type_2018_33,b1soil_type_2018_33,b1plot_size_2015_33,b1plot_size_2018_33,b1plot_status_2018_33,b1operation_stat_2018_33,b1landname_new_33,b1plot_type_2018_34,b1soil_type_2018_34,b1plot_size_2015_34,b1plot_size_2018_34,b1plot_status_2018_34,b1operation_stat_2018_34,b1landname_new_34,b1plot_type_2018_35,b1soil_type_2018_35,b1plot_size_2015_35,b1plot_size_2018_35,b1plot_status_2018_35,b1operation_stat_2018_35,b1landname_new_35,b1n_plot_2018,b1plot_roster_count
1217,Homestead,Clay-loam,15,15,Plot is the same in both rounds,Fallow,Basat vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1219,Homestead,Loam,1,1,Plot is the same in both rounds,Fallow,Boshot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1221,Homestead,Loam,12,12,Plot is the same in both rounds,Fallow,Bosot vita(old land),Waste/non-arable land,Clay-loam,9,9,Plot is the same in both rounds,Fallow,Avar par(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Own operated,Gosail(old land),Other residential/commercial plot,Sandy,.5,.5,Plot is the same in both rounds,Rented/leased in/ for cash,Dhakay dokan(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
1222,Homestead,Sandy-loam,20,10,Inherited or Household Split,Fallow,Basot vita(old land),Cultivable/arable land,Sandy-loam,24,24,Plot is the same in both rounds,Rented/leased  out/cash,Purbo chalk(old land),Cultivable/arable land,Sandy-loam,17.5,17.5,Plot is the same in both rounds,Rented/leased  out/cash,Hari vangi(old land),Cultivable/arable land,Sandy-loam,9,9,Plot is the same in both rounds,Rented/leased out/crop share,Laskorer khat(old land),Cultivable/arable land,Sandy-loam,6,6,Plot is the same in both rounds,Rented/leased out/crop share,Dakkin chalk(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
1224,Homestead,Clay-loam,4,4,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,45,0,Mortgage out/ Rent,,Nazrul master(old land),Cultivable/arable land,,40,0,Mortgage out/ Rent,,Mastere jomi(old land),Cultivable/arable land,,30,0,Mortgage out/ Rent,,Master jomi(old land),Cultivable/arable land,,30,0,Mortgage out/ Rent,,Taher er jomi(old land),Cultivable/arable land,,45,0,Mortgage out/ Rent,,Chairmenr jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
1226,Homestead,Clay-loam,9,3.5,Inherited or Household Split,Fallow,Basot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Dakkin chak(old land),Cultivable/arable land,,5.25,0,Sold,,Dakkin chalk(old land),Garden (wood/Friut),Clay-loam,10,10,Plot is the same in both rounds,Fallow,Nobo gramer jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
1233,Homestead,Clay-loam,14.5,14.5,Plot is the same in both rounds,Fallow,Basot vita(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Barir kasa(old land),Cultivable/arable land,Clay-loam,32,32,Plot is the same in both rounds,Rented/leased out/crop share,Beri Badh(old land),Cultivable/arable land,Clay-loam,32,32,Plot is the same in both rounds,Rented/leased out/crop share,Khaler par(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Sarkeri khet(old land),Cultivable/arable land,Clay-loam,7,7,Plot is the same in both rounds,Rented/leased  out/cash,Gajipurer jomi(old land),,,,,,,Bare er passa pukur(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7
1236.1,Homestead,Loam,18,18,Plot is the same in both rounds,Fallow,Basot vita(old land),Waste/non-arable land,Loam,1,1,Plot is the same in both rounds,Fallow,Bari badher sata(old land),Cultivable/arable land,Loam,15,15,Plot is the same in both rounds,Rented/leased out/crop share,Sapla dag(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
1236.2,Homestead,Loam,18,18,Plot is the same in both rounds,Fallow,Basot vita(old land),Waste/non-arable land,Loam,1,1,Plot is the same in both rounds,Fallow,Bari Badher sata(old land),Cultivable/arable land,Loam,15,15,Plot is the same in both rounds,Rented/leased out/crop share,Sapla Dag(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
1238.1,Homestead,Loam,25,25,Plot is the same in both rounds,Fallow,Boshot vita(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,7,7,Plot is the same in both rounds,Own operated,Asa nur er jomi(old land),Cultivable/arable land,Loam,6,6,Plot is the same in both rounds,Own operated,Asa pur er jomi(old land),Cultivable/arable land,Loam,6,6,Plot is the same in both rounds,Own operated,Asa pur jomi(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Own operated,Asa pur jomi(old land),Cultivable/arable land,Loam,4,4,Plot is the same in both rounds,Own operated,Asa pur jomi(old land),Cultivable/arable land,Loam,25,25,Plot is the same in both rounds,Own operated,Bihari jomi(old land),Cultivable/arable land,Loam,30,30,Plot is the same in both rounds,Rented/leased in/crop share,Barir shamne(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9
1238.2,Homestead,Loam,25,25,Plot is the same in both rounds,Fallow,Bosot veta(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Own operated,Asa pur(old land),Cultivable/arable land,Loam,7,7,Plot is the same in both rounds,Own operated,Asa pur jomi(old land),Cultivable/arable land,Loam,6,6,Plot is the same in both rounds,Own operated,Asa jomi(old land),Cultivable/arable land,Loam,6,6,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,4,4,Plot is the same in both rounds,Own operated,Asa pur jomi(old land),Cultivable/arable land,Loam,25,25,Plot is the same in both rounds,Own operated,Biharir jomi(old land),Cultivable/arable land,Loam,30,30,Plot is the same in both rounds,Rented/leased in/crop share,Barir shamne(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9
1238.3,Homestead,Loam,25,25,Plot is the same in both rounds,Fallow,Boshot vita(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,7,7,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,6,6,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,6,6,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,4,4,Plot is the same in both rounds,Own operated,Asa pur chak(old land),Cultivable/arable land,Loam,25,25,Plot is the same in both rounds,Own operated,Biharir jomi(old land),Cultivable/arable land,Loam,30,30,Plot is the same in both rounds,Rented/leased in/crop share,Barir shamny(old land),,,,,,,Rot khular jomi(new land in SPIA BIHS 2024),,,,,,,Rot khular jomi(new land in SPIA BIHS 2024),,,,,,,Rot ghorer jomi(new land in SPIA BIHS 2024),,,,,,,Rot ghorer jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13
1240.1,Homestead,Sandy-loam,15,13,Inherited or Household Split,Fallow,Boshot vita(old land),Cultivable/arable land,Clay-loam,30,30,Plot is the same in both rounds,Rented/leased in/ for cash,Nannur jomi(old land),Cultivable/arable land,Clay-loam,0,20,New Mortgage,Rented/leased in/ for cash,Usuf er jomi(old land),Cultivable/arable land,Clay-loam,0,20,New Mortgage,Rented/leased in/ for cash,Usuf er jomi(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased in/ for cash,Nunnur jomi(old land),Cultivable/arable land,,20,0,Mortgage out/ Rent,,Shamim er jomi(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased in/ for cash,Munnaf er jmi(old land),Cultivable/arable land,Clay-loam,0,24,New Mortgage,Rented/leased in/ for cash,Khaliler jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8
1240.2,Homestead,Sandy-loam,15,2,Inherited or Household Split,Fallow,Boshot vita(old land),Cultivable/arable land,,30,0,Inherited or Household Split,,Nannur jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Usuf er jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Usuf er jomi(old land),Cultivable/arable land,,20,0,Inherited or Household Split,,Nannur jomi(old land),Cultivable/arable land,,20,0,Inherited or Household Split,,Shamim er jomi(old land),Cultivable/arable land,,20,0,Inherited or Household Split,,Munnaf er jomi(old land),,,,,,,Kholil ee jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8
1271,Homestead,Sandy-loam,5,5,Plot is the same in both rounds,Fallow,Basot Vita(old land),Cultivable/arable land,Clay-loam,48,48,Plot is the same in both rounds,Own operated,Secher jomi(old land),Cultivable/arable land,Clay-loam,48,48,Plot is the same in both rounds,Rented/leased in/crop share,Mamar Jomi(old land),Cultivable/arable land,Clay-loam,24,24,Plot is the same in both rounds,Rented/leased in/crop share,Dokkhin Pasher Jomi(old land),Cultivable/arable land,Clay-loam,24,24,Plot is the same in both rounds,Rented/leased in/crop share,Dokkhin Mather Jomi(old land),Cultivable Pond,Clay,26,26,Plot is the same in both rounds,Own operated,Pukur(old land),Cultivable/arable land,,0,0,Others (specify),,Mamader Jomi(old land),Only for seed bed),Clay-loam,0,3,New Mortgage,Free of cost in,Ashraf(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8
1275,Homestead,Sandy-loam,7,7,Plot is the same in both rounds,Fallow,Basot Vita(old land),Cultivable/arable land,Sandy-loam,2,2,Plot is the same in both rounds,Own operated,Gedur Jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Mannan Er Jomi(old land),Cultivable Pond,Sandy-loam,0,1,New inheritance,Own operated,Gedur Pokur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
1349,Homestead,Sandy,3,3,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1357,Homestead,Sandy-loam,16,16,Plot is the same in both rounds,Fallow,Bosot vita(old land),Bush/forest,Sandy-loam,0,42,New inheritance,Fallow,Nana bari(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
1359,Homestead,Sandy-loam,20,20,Plot is the same in both rounds,Fallow,Boshot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Barir proccim pashy(old land),Derelict pond,Sandy-loam,4,4,Plot is the same in both rounds,Fallow,Pukur(old land),Cultivable/arable land,,20,0,Mortgage out/ Rent,,Barir purbo dik(old land),Cultivable/arable land,,42,0,Mortgage out/ Rent,,Barir purbo dik(old land),Homestead,Clay,.5,.5,Plot is the same in both rounds,Fallow,Barir purbo diky(old land),Cultivable/arable land,Sandy-loam,0,32,New Mortgage,Mortgaged in,Mosjider pashy(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7
1360.2,Homestead,Sandy-loam,4.5,4.5,Plot is the same in both rounds,Fallow,Boshot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Choke(old land),Cultivable/arable land,Clay-loam,0,10,New inheritance,Own operated,Mather jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
1361,Homestead,Sandy-loam,16,16,Plot is the same in both rounds,Fallow,Bosotvita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1362,Homestead,Sandy-loam,18,18,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Loam,0,21,New Mortgage,Mortgaged in,Farid shik(old land),Cultivable/arable land,Loam,0,18,New Mortgage,Mortgaged in,Khokon molla(old land),,,,,,,Opur jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
1363,Homestead,Sandy-loam,24,24,Plot is the same in both rounds,Fallow,Bosotvita(old land),Cultivable/arable land,Sandy-loam,66,66,Plot is the same in both rounds,Mortgaged in,Beraich1(old land),Cultivable/arable land,,0,0,Others (specify),,Beraich2(old land),Cultivable/arable land,,0,0,Others (specify),,Beraich3(old land),Cultivable/arable land,,0,0,Others (specify),,Beraich4(old land),Cultivable/arable land,,0,0,Others (specify),,Beraich5(old land),Cultivable/arable land,,0,0,Others (specify),,Sheikhpur1(old land),Cultivable/arable land,,0,0,Others (specify),,Sheikhpur2(old land),Cultivable/arable land,,0,0,Others (specify),,Sheikhpur3(old land),Cultivable/arable land,Sandy-loam,88,88,Plot is the same in both rounds,Mortgaged in,Sheikhpur(old land),,,,,,,Bare er samna(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11
1364,Homestead,Sandy-loam,2,2,Plot is the same in both rounds,Fallow,Bosotvita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1365,Homestead,Sandy-loam,2,2,Plot is the same in both rounds,Fallow,Boshot vita(old land),Cultivable/arable land,,90,0,Mortgage out/ Rent,,Sheikhpura(old land),Cultivable/arable land,,135,0,Mortgage out/ Rent,,Sheikhpura(old land),Cultivable/arable land,,75,0,Mortgage out/ Rent,,Sheikhpura(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
